ID_TRIAL;ID_MOVEMENT;ID_STATION;TIME_STAMP;POS_X;POS_Y;POS_Z;ROT_QUA_X;ROT_QUA_Y;ROT_QUA_Z;ROT_QUA_W;EULER_AX;EULER_AY;EULER_AZ;CURR_STAGE
200118185740;;0;18:58:00 18/01/20;-0,9409896;2,106366;-3,59248;-0,2166526;-0,8353228;-0,06488539;0,5010864;341,0027;238,8289;18,30209;TUTORIAL
200118185740;;0;18:58:00 18/01/20;-0,8592827;2,157982;-3,684107;-0,2883248;-0,8631438;-0,1682163;0,3788865;329,4111;220,3246;25,47494;TUTORIAL
200118185740;;0;18:58:00 18/01/20;-0,7618763;2,179749;-3,721827;-0,2745482;-0,9339145;-0,1817304;0,1392876;335,4225;190,1576;30,54595;TUTORIAL
200118185740;;0;18:58:00 18/01/20;-0,6978099;2,122732;-3,771512;-0,2341309;-0,9679999;-0,08987422;0,009040922;349,7333;178,5685;27,32269;TUTORIAL
200118185740;;0;18:58:00 18/01/20;-0,6580387;1,973573;-3,822426;-0,2376618;-0,9688793;-0,0687624;-0,007843584;352,5583;177,2321;27,74459;TUTORIAL
200118185740;;0;18:58:01 18/01/20;-0,5855445;1,814209;-3,858053;-0,2882959;-0,9570448;-0,006703198;-0,0300971;0,2591621;176,4756;33,52036;TUTORIAL
200118185740;;0;18:58:01 18/01/20;-0,4738038;1,678448;-3,945972;-0,1784976;-0,9811964;-0,03393331;-0,06512108;357,5159;171,9499;20,79563;TUTORIAL
200118185740;;0;18:58:01 18/01/20;-0,3782648;1,532909;-4,059541;-0,09469719;-0,9933764;-0,02633841;-0,05951574;357,647;172,9154;11,03662;TUTORIAL
200118185740;;0;18:58:01 18/01/20;-0,3256834;1,391408;-4,129872;0,03046801;-0,9986279;-0,02971652;-0,03051376;356,4907;176,6036;356,609;TUTORIAL
200118185740;;0;18:58:02 18/01/20;-0,3021732;1,34395;-4,155078;-0,0177896;-0,9981962;-0,02362942;-0,05224383;357,4028;173,9585;2,179087;TUTORIAL
200118185740;;0;18:58:02 18/01/20;-0,2963705;1,318548;-4,168452;-0,03720653;-0,9952482;-0,03593192;-0,08249712;356,2511;170,3725;4,597735;TUTORIAL
200118185740;;0;18:58:02 18/01/20;-0,301514;1,321903;-4,16078;0,003633233;-0,9954839;-0,06517552;-0,06892699;352,5152;172,0717;0,1011903;TUTORIAL
200118185740;;0;18:58:02 18/01/20;-0,3002502;1,322466;-4,159845;0,004150689;-0,9951773;-0,06728803;-0,07125586;352,2692;171,8039;0,07678628;TUTORIAL
200118185740;;0;18:58:02 18/01/20;-0,3006435;1,32216;-4,159763;0,004585644;-0,9951264;-0,06785111;-0,07140559;352,2011;171,7893;0,03257642;TUTORIAL
200118185740;;0;18:58:03 18/01/20;-0,3014925;1,321267;-4,159433;0,004714156;-0,9951152;-0,06788991;-0,07151645;352,1956;171,7774;0,01898238;TUTORIAL
200118185740;;0;18:58:03 18/01/20;-0,2996668;1,322614;-4,160246;0,004837325;-0,9950652;-0,06840599;-0,0717124;352,1355;171,7551;0,01065456;TUTORIAL
200118185740;;0;18:58:03 18/01/20;-0,2995739;1,322773;-4,160664;0,005222863;-0,9950308;-0,06879833;-0,07178801;352,0874;171,749;359,9702;TUTORIAL
200118185740;;0;18:58:03 18/01/20;-0,3002475;1,322156;-4,160326;0,005384073;-0,9949957;-0,0691283;-0,071944;352,0482;171,7318;359,9556;TUTORIAL
200118185740;;0;18:58:03 18/01/20;-0,30176;1,320524;-4,159616;0,005585561;-0,9949592;-0,0695598;-0,07201737;351,9971;171,7245;359,9366;TUTORIAL
200118185740;;0;18:58:04 18/01/20;-0,3036058;1,319131;-4,158631;0,005630331;-0,9949;-0,07016308;-0,07224655;351,9276;171,6976;359,9384;TUTORIAL
200118185740;;0;18:58:04 18/01/20;-0,3044676;1,318184;-4,158162;0,005684147;-0,9948769;-0,07029799;-0,07242933;351,9117;171,6768;359,9348;TUTORIAL
200118185740;;0;18:58:04 18/01/20;-0,305043;1,317677;-4,157983;0,005837796;-0,9948497;-0,07048187;-0,07261145;351,8893;171,6567;359,9201;TUTORIAL
200118185740;;0;18:58:04 18/01/20;-0,305182;1,317435;-4,158016;0,005832719;-0,9948266;-0,07064746;-0,07276627;351,8704;171,6386;359,9234;TUTORIAL
200118185740;;0;18:58:04 18/01/20;-0,3052447;1,317562;-4,158;0,005772986;-0,9948114;-0,07073162;-0,07289842;351,8612;171,6227;359,9321;TUTORIAL
200118185740;;0;18:58:05 18/01/20;-0,3048809;1,317765;-4,158175;0,005643565;-0,9947844;-0,07093549;-0,07307869;351,839;171,6005;359,9502;TUTORIAL
200118185740;;0;18:58:05 18/01/20;-0,3048427;1,317729;-4,158249;0,005743528;-0,9947686;-0,07108011;-0,07314491;351,8215;171,5935;359,9405;TUTORIAL
200118185740;;0;18:58:05 18/01/20;-0,3045174;1,31804;-4,158427;0,005802447;-0,9947442;-0,07126235;-0,07329509;351,8002;171,5764;359,9365;TUTORIAL
200118185740;;0;18:58:05 18/01/20;-0,3044837;1,318017;-4,158384;0,005733591;-0,9947222;-0,07142387;-0,07344073;351,7822;171,5588;359,947;TUTORIAL
200118185740;;0;18:58:05 18/01/20;-0,3041921;1,318261;-4,158598;0,005811883;-0,9947182;-0,07149295;-0,07342252;351,7737;171,5615;359,9384;TUTORIAL
200118185740;;0;18:58:06 18/01/20;-0,3041916;1,318263;-4,158846;0,005775616;-0,994714;-0,07153983;-0,07343596;351,7686;171,5596;359,9431;TUTORIAL
200118185740;;0;18:58:06 18/01/20;-0,3042285;1,318078;-4,158608;0,005809464;-0,9946933;-0,0717513;-0,07350808;351,744;171,5512;359,9416;TUTORIAL
200118185740;;0;18:58:06 18/01/20;-0,3044122;1,318004;-4,158558;0,005893305;-0,9946849;-0,07187639;-0,07349157;351,729;171,5537;359,9329;TUTORIAL
200118185740;;0;18:58:06 18/01/20;-0,3045037;1,317938;-4,158521;0,005857401;-0,9946806;-0,07199762;-0,07343355;351,7155;171,56;359,9376;TUTORIAL
200118185740;;0;18:58:07 18/01/20;-0,3046404;1,317818;-4,158419;0,005914692;-0,9946646;-0,07207605;-0,07357028;351,706;171,5445;359,9328;TUTORIAL
200118185740;;0;18:58:07 18/01/20;-0,3045332;1,317788;-4,158494;0,005762786;-0,9946576;-0,07207078;-0,07368118;351,7079;171,5304;359,9512;TUTORIAL
200118185740;;0;18:58:07 18/01/20;-0,3048093;1,31748;-4,158467;0,005780924;-0,9946519;-0,07215474;-0,07367435;351,6981;171,5313;359,9497;TUTORIAL
200118185740;;0;18:58:07 18/01/20;-0,3050583;1,317255;-4,158202;0,00583243;-0,9946461;-0,07221492;-0,0736914;351,6907;171,5297;359,9445;TUTORIAL
200118185740;;0;18:58:07 18/01/20;-0,3050768;1,317324;-4,158454;0,005867071;-0,994651;-0,07214843;-0,07368538;351,6981;171,5307;359,9398;TUTORIAL
200118185740;;0;18:58:08 18/01/20;-0,3051068;1,317449;-4,158482;0,005887695;-0,9946434;-0,072181;-0,07375422;351,6942;171,5229;359,9383;TUTORIAL
200118185740;;0;18:58:08 18/01/20;-0,3050846;1,317324;-4,158227;0,005836338;-0,9946375;-0,07224786;-0,07377329;351,6869;171,5202;359,945;TUTORIAL
200118185740;;0;18:58:08 18/01/20;-0,3049039;1,317412;-4,15841;0,005783774;-0,9946491;-0,07211035;-0,07375619;351,7031;171,5219;359,9497;TUTORIAL
200118185740;;0;18:58:08 18/01/20;-0,3047828;1,317514;-4,158581;0,005836114;-0,9946488;-0,07217801;-0,07368898;351,6949;171,53;359,9437;TUTORIAL
200118185740;;0;18:58:08 18/01/20;-0,3048865;1,317471;-4,158396;0,005783919;-0,9946268;-0,07231972;-0,07385105;351,6791;171,5106;359,9523;TUTORIAL
200118185740;;0;18:58:09 18/01/20;-0,3051513;1,317376;-4,158324;0,005714361;-0,994632;-0,07225878;-0,07384658;351,6867;171,5106;359,9597;TUTORIAL
200118185740;;0;18:58:09 18/01/20;-0,305384;1,317142;-4,158284;0,005723655;-0,9946231;-0,07239954;-0,07382867;351,6705;171,5126;359,9597;TUTORIAL
200118185740;;0;18:58:09 18/01/20;-0,3053328;1,317043;-4,158265;0,005691029;-0,9946299;-0,07231842;-0,07381865;351,6801;171,5136;359,9627;TUTORIAL
200118185740;;0;18:58:09 18/01/20;-0,3053014;1,317063;-4,15833;0,005723257;-0,9946275;-0,07235429;-0,07381338;351,6757;171,5145;359,9593;TUTORIAL
200118185740;;0;18:58:09 18/01/20;-0,3051454;1,317429;-4,158416;0,005706117;-0,9946264;-0,07231914;-0,07386369;351,6799;171,5085;359,9614;TUTORIAL
200118185740;;0;18:58:10 18/01/20;-0,304826;1,317587;-4,158503;0,005738683;-0,9946288;-0,07234157;-0,07380661;351,677;171,5154;359,9573;TUTORIAL
200118185740;;0;18:58:10 18/01/20;-0,3047733;1,317577;-4,158531;0,005711883;-0,9946271;-0,07234796;-0,07382444;351,6765;171,5131;359,9606;TUTORIAL
200118185740;;0;18:58:10 18/01/20;-0,3046288;1,317665;-4,158613;0,005704068;-0,9946285;-0,07230952;-0,07384521;351,681;171,5107;359,9614;TUTORIAL
200118185740;;0;18:58:10 18/01/20;-0,3047476;1,3177;-4,15853;0,00577179;-0,9946285;-0,07227963;-0,07386732;351,6838;171,5087;359,9535;TUTORIAL
200118185740;;0;18:58:10 18/01/20;-0,3048765;1,317624;-4,158572;0,005656876;-0,9946349;-0,07221212;-0,07385704;351,6925;171,509;359,9661;TUTORIAL
200118185740;;0;18:58:11 18/01/20;-0,3048194;1,317627;-4,158503;0,005661987;-0,9946457;-0,07221884;-0,07370535;351,6917;171,5266;359,9642;TUTORIAL
200118185740;;0;18:58:11 18/01/20;-0,3047035;1,317729;-4,158601;0,005653217;-0,9946423;-0,07220014;-0,07377049;351,6939;171,519;359,9656;TUTORIAL
200118185740;;0;18:58:11 18/01/20;-0,3046872;1,31761;-4,15857;0,005678795;-0,9946423;-0,07214356;-0,07382405;351,7002;171,5131;359,9626;TUTORIAL
200118185740;;0;18:58:11 18/01/20;-0,3046139;1,317729;-4,158752;0,005593501;-0,9946419;-0,0721651;-0,07381508;351,6985;171,5134;359,9726;TUTORIAL
200118185740;;0;18:58:11 18/01/20;-0,3046237;1,317584;-4,158571;0,005664032;-0,994644;-0,07219028;-0,07375553;351,695;171,5208;359,9642;TUTORIAL
200118185740;;0;18:58:12 18/01/20;-0,3046332;1,317638;-4,158339;0,005689193;-0,9946405;-0,07227033;-0,07372186;351,6856;171,5249;359,9617;TUTORIAL
200118185740;;0;18:58:12 18/01/20;-0,3046058;1,317735;-4,158416;0,005678643;-0,9946611;-0,07207504;-0,07363701;351,7081;171,5348;359,9605;TUTORIAL
200118185740;;0;18:58:12 18/01/20;-0,3047777;1,317645;-4,15854;0,005605277;-0,9946606;-0,07203759;-0,07368556;351,713;171,5286;359,9691;TUTORIAL
200118185740;;0;18:58:12 18/01/20;-0,304742;1,317695;-4,158537;0,005584933;-0,9946536;-0,0720311;-0,0737873;351,7139;171,5167;359,9722;TUTORIAL
200118185740;;0;18:58:12 18/01/20;-0,3045094;1,317892;-4,158739;0,005401634;-0,9946595;-0,07206592;-0,07368755;351,7115;171,5267;359,9928;TUTORIAL
200118185740;;0;18:58:13 18/01/20;-0,3045352;1,317823;-4,158639;0,005528256;-0,9946548;-0,0720998;-0,07370853;351,7065;171,5253;359,9787;TUTORIAL
200118185740;;0;18:58:13 18/01/20;-0,3045702;1,31783;-4,158447;0,005475949;-0,9946477;-0,07221475;-0,07369551;351,6938;171,5262;359,9856;TUTORIAL
200118185740;;0;18:58:13 18/01/20;-0,3047056;1,317739;-4,158572;0,005552907;-0,9946628;-0,07204723;-0,0736514;351,7123;171,5322;359,9749;TUTORIAL
